sessionid,email,createdate,language,country,processed,total,converted
1o1mni7n8qme3xpqsd,anon+ebc9cb5df825@example.invalid,2025-08-11 10:16:20.246127+02,fr,FR,True,25.8,False
1o1mni7n8qme3xshwu,,2025-08-09 09:33:22.196191+02,fr,FR,False,0.0,False
1o1mni7n8qme3yyhrp,anon+356d4edba9d2@example.invalid,2025-08-09 10:26:11.342343+02,fr,FR,True,,False
1o1mni7n8qme3z4mdh,,2025-08-09 10:24:35.868382+02,es,ES,False,21.3,False
1o1mni7n8qme3zkm6k,anon+e07671458e8e@example.invalid,2025-08-09 10:34:28.618187+02,es,ES,True,,False
1o1mni7n8qme3zq6jn,anon+15364355391e@example.invalid,2025-08-09 10:30:12.122281+02,fr,FR,True,,False
1o1mni7n8qme40nbeh,,2025-08-09 10:56:24.590607+02,es,ES,False,35.2,False
1o1mni7n8qme40wwn1,anon+4377d4f97c04@example.invalid,2025-08-09 11:01:37.214487+02,de,DE,True,11.8,True
1o1mni7n8qme41gu8e,anon+c4e34e55bd1a@example.invalid,2025-08-09 11:27:02.846373+02,es,ES,True,,False
1o1mni7n8qme43cs1h,,2025-08-09 12:07:43.486518+02,es,ES,False,,False
1o1mni7n8qme43eev0,anon+b036524a9417@example.invalid,2025-08-09 12:13:10.764888+02,en,GB,True,17.9,False
1o1mni7n8qme43sgo9,anon+0b981468f4a8@example.invalid,2025-08-09 12:25:28.908822+02,es,ES,True,19.7,True
1o1mni7n8qme43up6a,,2025-08-09 12:27:05.147838+02,sv,SE,False,209.45,False
1o1mni7n8qme43vy4v,anon+ba7a75993cc0@example.invalid,2025-08-09 12:29:28.010324+02,en,GB,True,,False
1o1mni7n8qme446eul,,2025-08-09 12:39:39.240647+02,fr,FR,False,22.3,False
1o1mni7n8qme449cvo,,2025-08-09 12:44:33.998814+02,es,ES,False,21.3,False
1o1mni7n8qme44r99w,anon+ae2cba997d20@example.invalid,2025-08-09 12:54:10.707152+02,es,ES,True,,False
1o1mni7n8qme44z8if,anon+a4e34ee1b6eb@example.invalid,2025-08-09 13:08:08.851443+02,it,IT,True,32.7,True
1o1mni7n8qme45zp6u,anon+80d3ee9f3417@example.invalid,2025-08-09 13:27:43.134492+02,en,GB,True,17.9,False
1o1mni7n8qme46xdu6,,2025-08-09 13:48:38.835541+02,de,DE,False,14.85,False
1o1mni7n8qme46xl9l,anon+14a005cfa8fb@example.invalid,2025-08-10 11:11:38.790434+02,es,ES,True,41.7,True
1o1mni7n8qme47ddb5,anon+9ee25683db46@example.invalid,2025-08-09 14:08:30.648849+02,es,ES,True,0.0,True
1o1mni7n8qme482ngi,,2025-08-09 14:32:06.149479+02,fr,FR,False,15.3,False
1o1mni7n8qme488zdz,anon+a0ab78cfe4ea@example.invalid,2025-08-09 14:26:46.911099+02,de,DE,True,18.8,True
1o1mni7n8qme495sdc,,2025-08-09 14:50:14.97673+02,en,GB,False,0.0,False
1o1mni7n8qme49se8j,anon+46374d3ae98b@example.invalid,2025-08-09 15:21:55.959715+02,en,GB,True,24.9,True
1o1mni7n8qme4a1a9z,,2025-08-09 15:18:42.055176+02,es,ES,False,13.8,False
1o1mni7n8qme4ace2k,,2025-08-09 15:33:42.837584+02,it,IT,True,,True
1o1mni7n8qme4ahb0n,anon+14794050917b@example.invalid,2025-08-09 17:41:42.377253+02,fr,FR,True,,False
1o1mni7n8qme4b30rk,,2025-08-09 15:44:21.326819+02,de,DE,False,0.0,False
1o1mni7n8qme4bwjbc,,2025-08-09 16:35:09.258558+02,fr,FR,False,27.14,False
1o1mni7n8qme4c0pne,,2025-08-09 16:11:02.198755+02,fr,FR,False,14.85,False
1o1mni7n8qme4d59i9,anon+b64ee42354f8@example.invalid,2025-08-09 16:49:45.3299+02,es,ES,True,,False
1o1mni7n8qme4ddqe0,anon+93b26a060d64@example.invalid,2025-08-09 17:01:35.395285+02,fr,FR,True,70.65,True
1o1mni7n8qme4der6x,anon+7e4e6755a76b@example.invalid,2025-08-09 17:23:46.275093+02,fr,FR,True,25.8,True
1o1mni7n8qme4dhqsn,anon+ee7b49365077@example.invalid,2025-08-09 17:00:54.653175+02,es,ES,True,21.3,True
1o1mni7n8qme4e1ii5,anon+dc9ccea19f90@example.invalid,2025-08-09 17:20:34.000959+02,it,IT,True,17.8,False
1o1mni7n8qme4e6akt,,2025-08-09 17:16:23.954717+02,en,GB,True,32.5,False
1o1mni7n8qme4e6v5n,anon+65da9cd45ab8@example.invalid,2025-08-09 17:17:52.979727+02,en,GB,True,17.9,True
1o1mni7n8qme4euup1,,2025-08-09 17:34:04.406404+02,es,ES,False,17.8,False
1o1mni7n8qme4f2uaa,,2025-08-09 17:37:34.371595+02,es,ES,False,,False
1o1mni7n8qme4fb4y2,anon+14794050917b@example.invalid,2025-08-09 17:45:52.695163+02,fr,FR,True,0.0,True
1o1mni7n8qme4fdidc,anon+95284dec72e2@example.invalid,2025-08-09 17:45:47.842675+02,en,GB,True,21.4,True
1o1mni7n8qme4fwl8a,,2025-08-09 18:03:49.206678+02,es,ES,False,28.3,False
1o1mni7n8qme4fz0jh,anon+d3c499e07f56@example.invalid,2025-08-09 18:11:58.139366+02,fr,FR,True,29.3,True
1o1mni7n8qme4g1udj,,2025-08-09 18:07:10.652781+02,en,GB,False,10.9,False
1o1mni7n8qme4gcm4i,,2025-08-09 19:03:53.050703+02,en,GB,True,21.4,False
1o1mni7n8qme4gzi8v,anon+5379d82c202f@example.invalid,2025-08-09 18:45:06.911126+02,es,ES,True,20.8,False
1o1mni7n8qme4ha2hp,,2025-08-09 18:38:21.534116+02,fr,FR,False,15.4,False
1o1mni7n8qme4iea0z,anon+8e6b3064571d@example.invalid,2025-08-09 19:35:32.686362+02,en,GB,True,21.4,True
1o1mni7n8qme4ipqpw,,2025-08-09 19:25:50.97925+02,es,ES,False,48.8,False
1o1mni7n8qme4j1yoj,,2025-08-09 19:27:16.063483+02,es,ES,False,,False
1o1mni7n8qme4j57mm,anon+11160a787c09@example.invalid,2025-08-09 19:33:43.344297+02,sv,SE,True,,False
1o1mni7n8qme4kdsdx,anon+b7c268233a3b@example.invalid,2025-08-09 20:13:00.082684+02,es,ES,True,,False
1o1mni7n8qme4lajtf,anon+d9180c0decc8@example.invalid,2025-08-09 21:16:04.632895+02,de,DE,True,73.2,True
1o1mni7n8qme4lv75o,,2025-08-09 20:47:57.95514+02,en,GB,False,14.8,False
1o1mni7n8qme4mgcmv,,2025-08-09 21:03:53.735772+02,de,DE,False,15.4,False
1o1mni7n8qme4miovg,anon+46627d563430@example.invalid,2025-08-09 21:22:01.161322+02,de,DE,True,,False
1o1mni7n8qme4mpw7e,anon+1c0672ae61f7@example.invalid,2025-08-09 21:17:08.425457+02,en,GB,True,,False
1o1mni7n8qme4n7vr3,anon+610aeb7c5311@example.invalid,2025-08-10 18:14:35.263976+02,es,ES,True,,False
1o1mni7n8qme4o5qmq,anon+e911ccccd299@example.invalid,2025-08-09 21:56:54.607649+02,es,ES,True,41.2,True
1o1mni7n8qme4oxsgn,anon+270dfb589cba@example.invalid,2025-08-09 22:16:22.249508+02,es,ES,True,,False
1o1mni7n8qme4pgc8h,anon+32aa51e47ade@example.invalid,2025-08-09 22:34:56.592723+02,fr,FR,True,,False
1o1mni7n8qme4pjijy,anon+292cdb6723b8@example.invalid,2025-08-09 22:36:27.971027+02,sv,SE,True,,False
1o1mni7n8qme4r9080,,2025-08-09 23:30:11.496044+02,it,IT,False,22.3,False
1o1mni7n8qme4sxg8v,,2025-08-10 00:12:57.470362+02,es,ES,False,28.3,False
1o1mni7n8qme4tdqtq,anon+836fb9a63adb@example.invalid,2025-08-10 07:26:56.788163+02,es,ES,True,14.3,True
1o1mni7n8qme4tqazc,anon+378f75d5e503@example.invalid,2025-08-10 00:32:59.69792+02,en,GB,True,14.4,True
1o1mni7n8qme4tsc2i,anon+1f6981e97980@example.invalid,2025-08-10 00:27:40.029095+02,es,ES,True,3.5,True
1o1mni7n8qme4wclap,,2025-08-10 01:43:52.574217+02,es,ES,False,21.3,False
1o1mni7n8qme4yudcg,anon+9b996c83b4f5@example.invalid,2025-08-10 03:17:23.470398+02,fr,BE,True,25.8,True
1o1mni7n8qme56tys8,,2025-08-10 06:34:25.56971+02,fr,FR,False,16.7,False
1o1mni7n8qme593xyt,,2025-08-10 07:42:50.489001+02,es,ES,False,57.99,False
1o1mni7n8qme593zt6,,2025-08-10 07:37:27.411562+02,es,ES,False,14.4,False
1o1mni7n8qme59rqwk,,2025-08-10 08:07:04.457141+02,fr,FR,False,22.3,False
1o1mni7n8qme5a7mxp,anon+7e2e4dd28c96@example.invalid,2025-08-10 08:12:44.922585+02,fr,FR,True,,False
1o1mni7n8qme5a96fh,anon+17b4ef4bbb2a@example.invalid,2025-08-10 08:51:12.550583+02,fr,FR,True,33.7,True
1o1mni7n8qme5aatla,anon+7c8e51a90251@example.invalid,2025-08-10 08:11:57.153653+02,en,GB,True,30.9,False
1o1mni7n8qme5b5f0l,anon+b0ab890543af@example.invalid,2025-08-10 08:42:45.857568+02,en,GB,True,,False
1o1mni7n8qme5b6z4z,,2025-08-10 08:46:01.593389+02,it,IT,False,16.7,False
1o1mni7n8qme5bdfvv,,2025-08-10 08:40:14.378112+02,es,ES,False,17.8,False
1o1mni7n8qme5c2d58,,2025-08-10 09:00:55.348694+02,es,ES,False,48.14,False
1o1mni7n8qme5c52ve,,2025-08-10 09:01:27.153735+02,en,GB,False,,False
1o1mni7n8qme5cwtp8,anon+d7179f6b0e28@example.invalid,2025-08-10 09:23:35.258863+02,es,ES,True,17.82,False
1o1mni7n8qme5d97lr,,2025-08-10 09:37:02.023906+02,it,IT,False,0.0,False
1o1mni7n8qme5dbq04,,2025-08-10 09:42:53.032818+02,en,GB,False,24.9,False
1o1mni7n8qme5dg6x9,,2025-08-10 10:01:09.684539+02,it,IT,False,16.7,False
1o1mni7n8qme5dij9e,,2025-08-10 09:43:37.143816+02,es,ES,False,21.3,False
1o1mni7n8qme5dj0zy,,2025-08-10 09:49:16.836778+02,es,ES,False,24.8,False
1o1mni7n8qme5dspnj,,2025-08-10 09:50:07.100391+02,es,ES,False,13.8,False
1o1mni7n8qme5dyudl,,2025-08-10 11:21:08.607756+02,fr,FR,True,,True
1o1mni7n8qme5edtgc,anon+a70ef1b7a072@example.invalid,2025-08-10 10:07:34.436072+02,fr,CH,True,0.0,True
1o1mni7n8qme5ei4r2,,2025-08-10 13:02:28.021217+02,it,IT,False,39.7,False
1o1mni7n8qme5exviu,anon+47fe31b86584@example.invalid,2025-08-10 10:49:02.871059+02,en,GB,True,,True
1o1mni7n8qme5fe6nd,,2025-08-10 10:42:30.072597+02,en,GB,False,37.0,False
1o1mni7n8qme5fp94e,anon+bf6529dda29a@example.invalid,2025-08-11 23:00:45.695633+02,es,ES,True,,True
1o1mni7n8qme5g3msh,,2025-08-10 10:55:44.262407+02,de,DE,False,32.8,False
1o1mni7n8qme5gtiw1,,2025-08-10 11:23:29.748609+02,es,ES,False,,False
1o1mni7n8qme5h1dvx,anon+a60811efba7c@example.invalid,2025-08-10 11:24:00.056545+02,en,GB,True,25.9,False
1o1mni7n8qme5hitps,anon+fd5cb2f7fd7a@example.invalid,2025-08-10 11:35:34.491722+02,en,GB,True,,False
1o1mni7n8qme5hki7i,anon+3ddf983adb85@example.invalid,2025-08-10 11:49:02.663705+02,es,ES,True,0.0,False
1o1mni7n8qme5hqjn0,anon+fd5cb2f7fd7a@example.invalid,2025-08-11 19:26:38.410578+02,en,GB,True,17.9,False
1o1mni7n8qme5huthk,,2025-08-10 11:46:20.410154+02,fr,FR,True,,True
1o1mni7n8qme5i9di3,anon+a01d6ea5c683@example.invalid,2025-08-10 12:04:02.545741+02,fr,FR,True,36.3,False
1o1mni7n8qme5izzoi,,2025-08-10 12:14:34.428675+02,de,DE,False,,False
1o1mni7n8qme5jqkjc,,2025-08-10 13:04:17.305963+02,fr,FR,False,,False
1o1mni7n8qme5jsv4j,anon+da9d082dd16e@example.invalid,2025-08-10 12:38:15.855578+02,fr,FR,True,42.7,True
1o1mni7n8qme5kbzkm,anon+f699d3566a2d@example.invalid,2025-08-10 13:09:46.979195+02,de,DE,True,,False
1o1mni7n8qme5kj7zn,anon+5eb9cd97bf80@example.invalid,2025-08-10 13:02:43.787868+02,es,ES,True,21.3,False
1o1mni7n8qme5l4vgy,anon+0c9db1367d38@example.invalid,2025-08-10 13:14:02.363308+02,en,GB,True,,False
1o1mni7n8qme5la921,,2025-08-10 13:29:42.184029+02,en,GB,False,24.9,False
1o1mni7n8qme5lk5g3,,2025-08-10 13:26:37.525353+02,en,GB,False,28.9,False
1o1mni7n8qme5mtjhl,,2025-08-10 14:11:05.451808+02,it,IT,True,,True
1o1mni7n8qme5n501o,anon+8b30df04e012@example.invalid,2025-08-10 14:15:29.07585+02,en,GB,True,,False
1o1mni7n8qme5nb65r,anon+bca3799ed375@example.invalid,2025-08-10 14:18:57.961007+02,it,IT,True,25.8,True
1o1mni7n8qme5oaiae,anon+a22d2143c704@example.invalid,2025-08-11 11:21:16.611717+02,it,IT,True,25.8,False
1o1mni7n8qme5or28q,anon+7c6d36c82c90@example.invalid,2025-08-10 14:57:51.369744+02,es,ES,True,,False
1o1mni7n8qme5p5779,anon+b77a37e2e05d@example.invalid,2025-08-10 15:05:32.085257+02,fr,FR,True,0.0,True
1o1mni7n8qme5pujzn,anon+1781b67d1783@example.invalid,2025-08-10 15:32:47.781845+02,fr,BE,True,25.8,False
1o1mni7n8qme5qd3yj,,2025-08-10 15:44:00.459217+02,en,GB,False,17.9,False
1o1mni7n8qme5r350o,anon+46fd182c872f@example.invalid,2025-08-10 16:16:28.761324+02,es,ES,True,21.3,True
1o1mni7n8qme5rb9hc,,2025-08-10 16:07:05.08443+02,en,GB,False,33.41,False
1o1mni7n8qme5rmpyn,anon+8f0b81fe9703@example.invalid,2025-08-10 16:23:21.598369+02,en,GB,True,14.4,True
1o1mni7n8qme5rumio,,2025-08-10 16:52:48.180621+02,fr,FR,False,0.0,False
1o1mni7n8qme5slic6,,2025-08-10 16:52:35.722184+02,it,IT,False,22.3,False
1o1mni7n8qme5szxeb,anon+026f35e6d79d@example.invalid,2025-08-10 17:07:43.968755+02,en,GB,True,17.9,True
1o1mni7n8qme5t0ly3,anon+7fd9992551d9@example.invalid,2025-08-10 17:15:00.633723+02,es,ES,True,41.8,True
1o1mni7n8qme5t2gbv,anon+93721e05c109@example.invalid,2025-08-10 16:56:22.096003+02,en,GB,True,,False
1o1mni7n8qme5t2z3l,,2025-08-10 16:55:41.882149+02,es,ES,False,0.0,False
1o1mni7n8qme5t4n4b,,2025-08-10 16:56:59.560802+02,fr,FR,False,,False
1o1mni7n8qme5tacwo,anon+32fac893853f@example.invalid,2025-08-10 17:08:48.338761+02,en,GB,True,21.4,True
1o1mni7n8qme5trxm4,anon+f2dd359c77c8@example.invalid,2025-08-10 17:19:56.857866+02,fr,FR,True,55.6,False
1o1mni7n8qme5ulncv,,2025-08-10 19:48:26.998898+02,es,ES,False,15.02,False
1o1mni7n8qme5v7liq,,2025-08-10 18:17:46.239364+02,fr,FR,False,22.3,False
1o1mni7n8qme5vojua,anon+32247e506dc6@example.invalid,2025-08-10 18:12:55.686212+02,fr,FR,True,,False
1o1mni7n8qme5vvi93,,2025-08-10 18:15:55.131591+02,de,DE,False,14.85,False
1o1mni7n8qme5vwzj8,anon+f6c7978ce909@example.invalid,2025-08-10 18:23:22.118607+02,de,DE,True,0.0,True
1o1mni7n8qme5vxn5w,anon+610aeb7c5311@example.invalid,2025-08-10 18:18:23.27672+02,es,ES,True,,False
1o1mni7n8qme5wjg7t,,2025-08-10 18:40:40.778144+02,fr,FR,False,24.7,False
1o1mni7n8qme5wuju8,,2025-08-14 19:31:33.098161+02,en,GB,False,,True
1o1mni7n8qme5x2gpe,anon+8076fabfb431@example.invalid,2025-08-10 18:54:55.643714+02,fr,FR,True,22.3,True
1o1mni7n8qme5xaxuk,anon+086ec13cca44@example.invalid,2025-08-10 19:05:05.935658+02,es,ES,True,17.82,True
1o1mni7n8qme5xumd8,anon+339f1e374eac@example.invalid,2025-08-10 19:15:13.624195+02,en,GB,True,21.4,True
1o1mni7n8qme5xvx84,,2025-08-10 19:12:10.964036+02,fr,FR,False,15.4,False
1o1mni7n8qme5yryrl,,2025-08-12 00:35:22.528485+02,es,ES,False,0.0,False
1o1mni7n8qme5yxgo7,,2025-08-10 19:46:20.391245+02,es,ES,False,0.0,False
1o1mni7n8qme5z8zc9,anon+8e4929dffdcd@example.invalid,2025-08-10 19:49:22.504304+02,es,ES,True,13.85,False
1o1mni7n8qme6023ug,anon+471634365953@example.invalid,2025-08-10 20:25:51.74602+02,en,GB,True,24.9,True
1o1mni7n8qme6081h2,anon+76705a664af0@example.invalid,2025-08-10 20:34:49.80222+02,fr,FR,True,18.8,True
1o1mni7n8qme60kx8y,anon+416d4bdfc7c9@example.invalid,2025-08-10 20:29:12.650575+02,en,GB,True,35.4,False
1o1mni7n8qme61aaim,anon+5d016a28f648@example.invalid,2025-08-10 21:59:24.088568+02,fr,FR,True,25.8,True
1o1mni7n8qme62ccpp,anon+725e47cb51de@example.invalid,2025-08-10 21:31:20.37833+02,es,ES,True,17.8,True
1o1mni7n8qme633vbo,anon+d671361f9240@example.invalid,2025-08-10 21:42:40.713+02,es,ES,True,0.0,True
1o1mni7n8qme634ndk,,2025-08-16 08:57:23.554149+02,en,GB,False,28.4,False
1o1mni7n8qme636sn7,anon+47fe31b86584@example.invalid,2025-08-10 21:38:36.499465+02,en,GB,True,0.0,False
1o1mni7n8qme63co1e,,2025-08-10 21:45:09.663821+02,de,DE,False,14.85,False
1o1mni7n8qme640bfs,,2025-08-10 22:07:48.62636+02,it,IT,False,,False
1o1mni7n8qme642nmj,anon+afd5ba0f757c@example.invalid,2025-08-10 22:18:25.211133+02,sv,SE,True,395.8,True
1o1mni7n8qme64p94z,,2025-08-10 22:29:56.835595+02,fr,FR,False,,False
1o1mni7n8qme65k6qk,,2025-08-10 22:46:28.280322+02,es,ES,False,13.85,False
1o1mni7n8qme65rmhk,anon+18bffcb2f2d1@example.invalid,2025-08-10 23:03:50.831818+02,en,GB,True,17.9,True
1o1mni7n8qme661bnm,anon+8cb6fba494b5@example.invalid,2025-08-10 23:52:20.598227+02,es,ES,True,44.4,True
1o1mni7n8qme664hnw,,2025-08-10 23:10:34.133568+02,es,ES,False,13.85,False
1o1mni7n8qme66gji6,anon+66bae6606bba@example.invalid,2025-08-10 23:31:02.371688+02,sv,SE,True,153.0,True
1o1mni7n8qme67gc1y,anon+55a8cfa5f5a9@example.invalid,2025-08-10 23:39:55.676559+02,es,ES,True,15.02,False
1o1mni7n8qme68bcvj,anon+f895ea3553ef@example.invalid,2025-08-11 00:04:32.386703+02,en,US,True,32.8,False
1o1mni7n8qme68vzd6,anon+2484b288eead@example.invalid,2025-08-11 00:25:02.968386+02,es,ES,True,,False
1o1mni7n8qme69z0dc,anon+ce4ad44c60d1@example.invalid,2025-08-11 00:57:03.25978+02,de,DE,True,22.3,True
1o1mni7n8qme6bhrzk,anon+d175201f692c@example.invalid,2025-08-11 01:50:55.473+02,en,GB,True,24.9,True
1o1mni7n8qme6cdxag,,2025-08-11 01:58:37.144475+02,es,ES,False,13.8,False
1o1mni7n8qme6h3a8n,,2025-08-11 04:07:53.834988+02,es,ES,False,0.0,False
1o1mni7n8qme6icu50,,2025-08-11 04:43:13.604614+02,fr,FR,False,0.0,False
1o1mni7n8qme6kbqop,,2025-08-11 05:38:22.071392+02,en,GB,False,,False
1o1mni7n8qme6kj1hn,,2025-08-11 05:44:01.801624+02,en,GB,False,,False
1o1mni7n8qme6n17ge,,2025-08-11 07:28:25.388772+02,es,ES,False,21.3,False
1o1mni7n8qme6ny3ud,anon+f3c75be46018@example.invalid,2025-08-11 07:20:33.752864+02,de,DE,True,31.74,True
1o1mni7n8qme6o4g0e,,2025-08-11 07:28:34.530555+02,it,IT,False,0.0,False
1o1mni7n8qme6oy97o,,2025-08-11 07:53:58.192967+02,en,GB,False,34.4,False
1o1mni7n8qme6oyene,anon+474528f8e1fa@example.invalid,2025-08-11 07:59:48.086972+02,en,GB,True,17.9,False
1o1mni7n8qme6plgqt,anon+4a56a36d2bc6@example.invalid,2025-08-11 08:07:22.678599+02,en,GB,True,,False
1o1mni7n8qme6pvo3q,,2025-08-11 08:37:58.09426+02,es,ES,False,38.7,False
1o1mni7n8qme6qbr9e,anon+4e37b15de87b@example.invalid,2025-08-11 08:30:56.386159+02,sv,SE,True,118.0,False
1o1mni7n8qme6qh6cc,,2025-08-11 08:30:32.161703+02,en,GB,False,,False
1o1mni7n8qme6qkq2w,,2025-08-11 08:39:51.179376+02,it,IT,False,11.8,False
1o1mni7n8qme6qp1wj,,2025-08-11 08:36:58.576173+02,es,ES,False,23.75,False
1o1mni7n8qme6re147,anon+37197fe41dff@example.invalid,2025-08-11 09:05:26.090486+02,en,GB,True,0.0,True
1o1mni7n8qme6rvu75,anon+75d3a732609b@example.invalid,2025-08-11 09:21:25.289205+02,de,DE,True,29.3,False
1o1mni7n8qme6sdj2h,anon+1781b67d1783@example.invalid,2025-08-11 09:26:52.995651+02,fr,BE,True,25.8,True
1o1mni7n8qme6smps6,,2025-08-11 09:40:25.99231+02,fr,FR,False,22.3,False
1o1mni7n8qme6spjhl,,2025-08-11 09:42:26.409153+02,en,FR,False,0.0,False
1o1mni7n8qme6spkt4,anon+8278bbfbbaaa@example.invalid,2025-08-11 09:59:49.3032+02,fr,FR,True,29.3,True
1o1mni7n8qme6tgxjg,,2025-08-11 09:56:26.442818+02,it,IT,False,11.8,False
1o1mni7n8qme6udi4d,anon+4a82eb44e9b5@example.invalid,2025-08-12 03:14:03.415031+02,es,ES,True,23.6,True
1o1mni7n8qme6vcbi7,,2025-08-11 11:11:06.7847+02,es,ES,True,14.3,True
1o1mni7n8qme6voff6,anon+0be66821f0b1@example.invalid,2025-08-11 11:07:08.331364+02,de,DE,True,22.3,False
1o1mni7n8qme6ws3iz,anon+de253f0c8973@example.invalid,2025-08-11 11:29:57.951412+02,es,ES,True,24.8,False
1o1mni7n8qme6wt81u,anon+01da928329ab@example.invalid,2025-08-11 11:31:19.072673+02,fr,FR,True,-5.0,False
1o1mni7n8qme6x3fag,anon+474528f8e1fa@example.invalid,2025-08-11 11:35:47.969452+02,en,GB,True,-1.95,True
1o1mni7n8qme6xua7f,anon+e26c72898260@example.invalid,2025-08-11 12:07:13.280963+02,es,ES,True,,False
1o1mni7n8qme6yease,anon+15b2c2234740@example.invalid,2025-08-11 12:24:16.434543+02,en,GB,True,0.0,True
1o1mni7n8qme6yxgh7,,2025-08-11 12:30:23.910512+02,es,ES,False,43.6,False
1o1mni7n8qme6zall4,,2025-08-11 12:37:46.021073+02,fr,FR,False,,False
1o1mni7n8qme6zkwio,anon+667678928b18@example.invalid,2025-08-11 12:52:51.297674+02,de,DE,True,0.0,True
1o1mni7n8qme70c831,,2025-08-11 13:26:04.222668+02,de,DE,False,22.3,False
1o1mni7n8qme70dfh5,,2025-08-11 13:11:18.162706+02,fr,FR,False,15.4,False
1o1mni7n8qme70y3qi,anon+e5f981c5c530@example.invalid,2025-08-11 13:31:12.972025+02,sv,SE,True,153.0,False
1o1mni7n8qme7137ms,anon+d488756385e8@example.invalid,2025-08-11 13:41:45.092859+02,fr,FR,True,39.7,True
1o1mni7n8qme71aoha,,2025-08-11 13:36:58.677544+02,en,GB,False,23.4,False
1o1mni7n8qme71u6x5,anon+4314dbbf56ee@example.invalid,2025-08-11 14:03:15.759126+02,en,GB,True,9.8,True
1o1mni7n8qme725xie,,2025-08-11 14:02:29.92848+02,fr,FR,False,11.8,False
1o1mni7n8qme72kopw,,2025-08-11 14:10:49.513665+02,es,ES,False,30.3,False
1o1mni7n8qme72sff5,,2025-08-11 14:27:39.412849+02,fr,FR,False,25.8,False
1o1mni7n8qme72vdqr,,2025-08-11 14:17:30.593358+02,es,ES,False,16.4,False
1o1mni7n8qme736g1a,,2025-08-11 14:38:49.517785+02,fr,FR,False,16.02,False
1o1mni7n8qme73mo19,anon+8f25f1eb8e07@example.invalid,2025-08-11 14:41:21.251266+02,de,DE,True,14.85,False
1o1mni7n8qme73oiea,anon+e4ec6bf57ee3@example.invalid,2025-08-11 14:45:18.00864+02,fr,FR,True,14.8,True
1o1mni7n8qme73vqbb,anon+6778b5cbbcdc@example.invalid,2025-08-11 14:54:43.747605+02,es,ES,True,0.0,False
1o1mni7n8qme740osx,,2025-08-11 14:53:05.259322+02,it,IT,False,0.0,False
1o1mni7n8qme74o3ou,anon+bba84a6559cd@example.invalid,2025-08-11 15:12:25.219355+02,es,ES,True,17.8,True
1o1mni7n8qme74od18,,2025-08-11 15:09:22.874253+02,fr,FR,False,14.8,False
1o1mni7n8qme74qwzm,anon+a7217f5368bb@example.invalid,2025-08-11 15:17:50.493016+02,de,DE,True,25.8,False
1o1mni7n8qme752xij,,2025-08-11 15:19:22.137627+02,de,DE,False,0.0,False
1o1mni7n8qme75nnrx,anon+e45eaa10fc99@example.invalid,2025-08-11 15:40:33.766445+02,sv,SE,True,,False
1o1mni7n8qme76420m,anon+41c446be536e@example.invalid,2025-08-11 16:11:45.250307+02,es,ES,True,41.8,True
1o1mni7n8qme764a3c,anon+0b9e016733bf@example.invalid,2025-08-11 15:49:55.560819+02,es,ES,True,13.8,False
1o1mni7n8qme76je57,,2025-08-11 16:17:23.419617+02,es,ES,False,31.8,False
1o1mni7n8qme76muxd,anon+a4bd331a04dc@example.invalid,2025-08-11 16:13:32.457755+02,es,ES,True,,False
1o1mni7n8qme776ihx,anon+d9cd132f0fb1@example.invalid,2025-08-11 16:42:44.775625+02,en,GB,True,28.4,False
1o1mni7n8qme77gru0,anon+33041aec9b06@example.invalid,2025-08-11 16:36:38.764935+02,en,GB,True,46.39,True
1o1mni7n8qme77ljsk,,2025-08-11 16:34:49.708952+02,fr,FR,False,18.8,False
1o1mni7n8qme77lop6,,2025-08-14 22:00:44.042215+02,fr,FR,False,12.85,False
1o1mni7n8qme77rno4,anon+e45eaa10fc99@example.invalid,2025-08-11 16:47:51.527827+02,sv,SE,True,,True
1o1mni7n8qme77tw91,anon+b2cb8b191397@example.invalid,2025-08-11 17:17:22.774764+02,es,ES,True,24.8,True
1o1mni7n8qme78ndd3,anon+ea75e3427f6c@example.invalid,2025-08-11 17:04:39.005726+02,es,ES,True,21.3,True
1o1mni7n8qme79gqus,,2025-08-15 16:42:16.467237+02,fr,FR,False,15.3,False
1o1mni7n8qme79jlw5,anon+3a69a5040703@example.invalid,2025-08-11 19:04:54.554165+02,de,DE,True,,False
1o1mni7n8qme79o34s,anon+3272c35224a6@example.invalid,2025-08-11 17:43:23.354147+02,fr,FR,True,25.8,True
1o1mni7n8qme79xbu8,anon+392122b63491@example.invalid,2025-08-19 12:59:02.45148+02,en,GB,True,,False
1o1mni7n8qme7amrdr,,2025-08-11 18:04:18.644255+02,en,GB,False,,False
1o1mni7n8qme7ao7zv,,2025-08-11 18:10:09.474422+02,es,ES,False,32.7,False
1o1mni7n8qme7bf5ae,anon+b7fecdb73380@example.invalid,2025-08-12 21:57:26.804577+02,es,ES,True,,False
1o1mni7n8qme7bjlym,anon+e7abc8c2c4b8@example.invalid,2025-08-11 18:21:06.622373+02,fr,FR,True,20.7,True
1o1mni7n8qme7bki7f,,2025-08-11 18:23:49.288881+02,es,ES,False,0.0,False
1o1mni7n8qme7blfx4,anon+808cbe36711d@example.invalid,2025-08-11 18:30:20.100977+02,fr,FR,True,,False
1o1mni7n8qme7cppq2,anon+6c7bec3e04cf@example.invalid,2025-08-15 16:54:42.715821+02,en,GB,True,21.4,True
